id,board,agency,title,primary,secondary,ei_reason,labeler
04a46881d08f,MCB2,Department of City Planning,Review CEQR Process for School Enrollment Projections,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
326281324852,MCB2,School Construction Authority,Review and Revise CEQR Process and Criteria for New School Enrollment Projections,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
e5822ec185c3,MCB2,Department of Parks & Recreation,"Revitalize the ""Clarkson Street Corridor"" including JJ Walker Park courts, playgrounds",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
95d0939b49f8,MCB2,Department of Parks & Recreation,Skateboarding Opportunities Study,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
2f1cba09d698,MCB2,Department of Transportation,Study E. 12th St. btw. Broadway and 5th Ave. to Reduce Congestion and Placard Parking,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
6f88d32111b7,MCB2,Department of Sanitation,"Study NYC ""Smart"" Composting Bins",City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
cfb4c5e0b4a6,MCB2,Housing Preservation & Development,Study Units Converted to Rent-Regulated Residential Uses,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
9a2fcc295d6d,MCB2,Department of City Planning,"Study the Effectiveness of the Hudson Square Rezoning against its original goals, with a",Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
f6dcf9d6b279,MCB2,Department of City Planning,Study the Effectiveness of the SOHO/NOHO/Chinatown Rezoning against its original,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
4996449c1f0a,MCB2,Citywide Event Coordination & Management,Study the Effects of Full Street Closures for Commercial Events,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
5ef24633c253,MCB2,Department of Transportation,Study the Intersection of 9th Ave. and 14th St. to Reduce Congestion and Improve Safety,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
1fb551fa60df,MCB2,Department of Parks & Recreation,Support for Washington Square Park,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
b308d621fc4b,MCB2,Department of Education,Teacher Professional Development and Training,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
f3d4113eba78,MCB2,Department of Education,Technology Improvements Needed at Schools,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
bf3fff875303,MCB2,School Construction Authority,Upgrade the Gymatorium shared by Co-Located High Schools,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
cc22bf13862f,MCB2,School Construction Authority,Upgrade windows and light fixtures at PS 130,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
cbb3e97f4e8c,MCB2,School Construction Authority,Upgrades needed for Manhattan School for Career Development,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
de0f95ca0dd8,MCB3,School Construction Authority,01M056 - funding for air conditioning for cafeteria and auditorium,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
b75127b4cac9,MCB3,School Construction Authority,01M140 funding to renovate school playground,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
764eef096dc9,MCB3,School Construction Authority,01M15 funding to renovate school auditorium,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
980625dc5b39,MCB3,School Construction Authority,01M378 School playground Renovation Needed,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
fa44e3bc879f,MCB3,School Construction Authority,01M63 funding to renovate school auditorium including air conditioning needed,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
60645c55370a,MCB3,Department of Parks & Recreation,Alfred E Smith Recreation Center: funding for elevator,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
c52b4051bb7b,MCB3,Department of Parks & Recreation,Community Gardens: Funding for community garden capital needs,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
c38426e294ab,MCB3,Department of Sanitation,Composting program should be baselined,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
47afbce8a8dc,MCB3,Department of Parks & Recreation,Forestry Staff / Tree pruning and stump removal,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
78e995172158,MCB3,Department of Parks & Recreation,Funding for Coleman Oval Playground,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
b5aef34d4f80,MCB3,Department of Sanitation,Funding for Increased Liter Basket Service,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
556b430523e5,MCB3,Department of Parks & Recreation,Funding for New bathroom for Pier 35,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
fa593fdb222d,MCB3,Department of Sanitation,Funding for Street Containerization,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
fec4d399f0d1,MCB3,Department of Parks & Recreation,Funding for Tompkins Square Park to replace or patch Sidewalks on Avenues A and B,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
5cc427320a3f,MCB3,Department of Environmental Protection,Funding for more noise enforcement cameras and staff for the program,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
29673471bf22,MCB3,Department of Parks & Recreation,Funding to construct remaining 2 malls of Allen Pike St Malls from Houston to Rivington,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
e5464fbe083e,MCB3,Department of Parks & Recreation,Funding to continue constructing new park at Pier 42,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
224ae3e94ac7,MCB3,Department of Parks & Recreation,Funding to renovate Seward Park playgrounds,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
ec0acfc81776,MCB3,Youth & Community Development,Increase funding for Cornerstone,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
c93299f09ae7,MCB3,Youth & Community Development,Increase funding for SYEP,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
c00afc0f41d0,MCB3,Department of Homeless Services,Increase funding for more Manhattan Outreach Consortium homeless outreach workers,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
e995ae1af180,MCB3,Department of Homeless Services,Increase funding for more Safe Haven and stabilization beds,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
d9e1cd372a84,MCB3,Department of Education,Increase funding for school nurses,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
270b69c09461,MCB3,Department for the Aging,Increase funding for senior meals and kitchen staff salaries in senior centers,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
6a06b9fa34f4,MCB3,Youth & Community Development,Increase funding to expand access to after school programs for elementary and high,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
be375e5e8758,MCB3,Department of Parks & Recreation,Increased funding for Additional Gardeners,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
8a4ade847e50,MCB3,Department of Parks & Recreation,Increased funding for Additional Parks Enforcement Patrol,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
6107d192b585,MCB3,Department of Education,Increased funding for Bridging the Gap program,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
7bb603352955,MCB3,Human Resources Administration,Increased funding for CityPHEPS rent supplement,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
a8617e66ec0b,MCB3,Administration for Children's Services,Increased funding for Fair Futures Program,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
5b3f75a67d5b,MCB3,Department of Parks & Recreation,Increased funding for Green Thumb Staff,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
8da04698c721,MCB3,Dept. of Health & Mental Hygiene,"Increased funding for Inspectors: Pest Control, Restaurant inspection, Construction dust",Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
6f2b48060f1f,MCB3,Human Resources Administration,Increased funding for Legal Services and Eviction Prevention,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
c8c299fdbef5,MCB3,Department for the Aging,Increased funding for NORC nurses,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
1af0edec0534,MCB3,Department of Parks & Recreation,Increased funding for Parks Maintenance Staff,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
da4eba80e94e,MCB3,Administration for Children's Services,Increased funding for Promise NYC program,Health and Human Services,Engagement and Inclusion,"childcare program specifically for immigrant, migrant families","claude-sonnet, rubric.md, 2026-09-23"
7f03960dafa7,MCB3,Department of Parks & Recreation,Increased funding for Recreation Programs / Playground Associates,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
ec5076790e6c,MCB3,Youth & Community Development,Increased funding for Runaway and Homeless Youth programs,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
232599f300b6,MCB3,Youth & Community Development,Increased funding for Services for Immigrant Families,Health and Human Services,Engagement and Inclusion,legal and social services specifically for immigrant families,"claude-sonnet, rubric.md, 2026-09-23"
4a8daa3d3496,MCB3,Department for the Aging,Increased funding for Social Workers at NORCS,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
c5599a667de1,MCB3,Department for the Aging,Increased funding for home health care services,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
5b90049ba3e1,MCB3,Department of Parks & Recreation,Montgomery/East Broadway Triangle Park area,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
8866c20cfdf7,MCB3,School Construction Authority,New School at Essex Crossing,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
f35b18025e88,MCB3,Department of Sanitation,Precision Cleaning Initiative,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
a7ac262c0a66,MCB3,Department of Parks & Recreation,Sara Delano Roosevelt Park: Funding to reconstruct first floor of Manhattan Store House,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
e4e652ce2878,MCB3,Department of Parks & Recreation,Sara Delano Roosevelt Park: Funding to reconstruct park pathways from Delancey Street,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
ecf09add45ce,MCB3,Department of Parks & Recreation,Seward Park: Restoration of the historic Schiff Fountain,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
473a84997b42,MCB3,Youth & Community Development,WorkLearnGrow,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
5f02197468f4,MCB4,MTA / NYC Transit,#7 Train - New Station,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
97d8859f214d,MCB4,Department of Transportation,11 Avenue Bike Lane Separation,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
5c9f8392ccd0,MCB4,Department of Transportation,11th Ave Bike Lane Extension,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
39f093ba7a4c,MCB4,Department of Transportation,11th Ave Safety Measures,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
a4813b9345f5,MCB4,Department of Sanitation,128 West 17th St RFP,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
7f378ab07408,MCB4,Department of Transportation,8th Avenue Bike Lane Resurfacing,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
039f6b7289b8,MCB4,Department of Transportation,9th Ave - Signal Timing,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
b9066f08c367,MCB4,Department of Transportation,9th Ave Sidewalk Capacity Study,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
670e473f94d7,MCB4,Department of Transportation,9th Ave and West 15th Street,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
d6da49d7073f,MCB4,Department of Transportation,9th Avenue Reconstruction,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
477485c1ada6,MCB4,Department of Parks & Recreation,Additional Fixed Post Staff,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
a19c74af4e43,MCB4,Landmarks Preservation Commission,Additional LPC Staffing,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
fe4cdc4acf41,MCB4,Police Department,Additional Uniformed Officers for Foot Patrols,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
55809a3a2b79,MCB4,Youth & Community Development,After School Programs,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
5fe753b9df18,MCB4,Fire Department,B-Heard Program Funding,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
6e462daa580c,MCB4,School Construction Authority,Bathrooms & Water Fountains,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
88d9763fdc77,MCB4,Department of Transportation,Bike Corrals,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
ea4eeeaff19f,MCB4,Department of Transportation,Bike and Ped Infrastructure,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
0814ecf8d32e,MCB4,Department of Education,Bilingual Staff,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
b23f048cd629,MCB4,Department of Transportation,Bus Shelters on West 23rd St.,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
05f0f23ca550,MCB4,School Construction Authority,Business of Sports HS - Library,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
ff7e657b447c,MCB4,Office of Management & Budget,Cannabis Enforcement,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
95388c3bd89e,MCB4,School Construction Authority,Class Size Mandate Renovations,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
8a30879670e6,MCB4,Department of Transportation,Code Compliant Ped Ramps and Bus Shelters,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
499ffd988ad2,MCB4,MTA / NYC Transit,Congestion Pricing Gantries,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
03c6cda285e4,MCB4,Department of Transportation,Crosstown Bike Lanes,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
170c5633f0e7,MCB4,Economic Development Corporation,Cruise Ship Terminal Shore Power,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
91da6d5ca046,MCB4,Department of City Planning,Cumulative Impact Study,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
2782cf8afa96,MCB4,Department of Buildings,DOB Website Upgrades,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
99062181fcce,MCB4,Department of Buildings,DOBNOW Migration,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
f12a18c2f70f,MCB4,Department of Transportation,Dangerous Intersection Mitigation,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
93610dd2fb71,MCB4,Department of Transportation,Daylighting Study,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
b444aa491ce2,MCB4,Department of Parks & Recreation,Dewitt Clinton Park - Reconstruction,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
8c66ee64baa5,MCB4,Department of Parks & Recreation,Dewitt Clinton Park Staffing,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
eb21e37807da,MCB4,Human Resources Administration,Discharge Planning,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
